property_id,price
10505726,1350000.0
11103546,649000.0
11118569,219900.0
11143149,525000.0
11147542,272471.0
11143599,195000.0
11065994,274000.0
11159715,110000.0
11136186,235000.0
11138977,295100.0
11058171,179000.0
11139966,499000.0
11099605,225000.0
10802523,199000.0
11081630,198000.0
11036187,339000.0
11117051,359500.0
10870117,639000.0
10593603,215000.0
8945382,749000.0
10498034,695000.0
11149827,1015000.0
10573586,795000.0
10900805,795000.0
11156355,268500.0
11150118,149000.0
10922040,488280.0
11016339,649000.0
11152138,275000.0
11143865,280000.0
11053946,845000.0
10911590,695000.0
11052727,169000.0
11044898,375000.0
11145108,349000.0
11118317,1675000.0
10560546,169000.0
11067699,670000.0
10911916,1290000.0
11132872,249000.0
11147546,335000.0
11156652,249000.0
10547010,315000.0
11099209,487500.0
10983989,369000.0
10871520,215000.0
10693219,215000.0
10903310,1295000.0
10313767,165000.0
10806451,340000.0
11145901,625000.0
10972866,265000.0
11150009,275000.0
11126612,318805.0
10780897,348813.0
10430545,895000.0
10921831,553460.0
10567222,2395000.0
11153288,215000.0
11161831,169000.0
11079381,205000.0
11025457,159000.0
10876678,430000.0
10795662,255000.0
11031966,549000.0
10955432,219000.0
11080270,399000.0
11109485,505000.0
11150988,320000.0
10428214,405455.0
11152737,479000.0
11155988,259000.0
11054513,280000.0
11159753,319000.0
11122912,219900.0
10921735,360280.0
10945496,389000.0
10968325,224500.0
10699813,395000.0
11108232,230000.0
11104679,349000.0
10857733,294000.0
10884573,199000.0
11138560,299000.0
11161839,525000.0
11071146,240000.0
11159700,450000.0
11053377,265000.0
10921855,640360.0
10618914,328000.0
11154522,249000.0
11157254,149500.0
10834559,329000.0
10801411,445000.0
11148558,1189000.0
11148542,345000.0
11084339,274000.0
11159638,179000.0
11146120,309000.0
11119778,335000.0
11156294,155000.0
10278004,275000.0
11122644,200000.0
11162367,370000.0
11156261,219000.0
11162946,175000.0
11083457,159000.0
11126613,365000.0
11143989,324000.0
11054715,245000.0
11147416,168652.0
11051807,139000.0
11128524,175000.0
10267860,320000.0
11113545,235000.0
11120250,325000.0
11035814,388000.0
10779468,645000.0
10995055,475000.0
11141164,150000.0
11141194,349000.0
10956272,294000.0
10920380,630000.0
11131183,435000.0
11105975,405000.0
11114337,208000.0
11147001,215000.0
11086370,450000.0
11132215,570000.0
11068641,800000.0
11067411,275000.0
10885572,549000.0
11156212,180000.0
11121502,690000.0
11033776,229000.0
11153321,1315650.0
10945948,299000.0
11151705,206500.0
10815934,189000.0
11156045,209000.0
11142229,317000.0
11148665,285000.0
10912990,725000.0
11083617,147000.0
9830516,225000.0
10973714,285000.0
11028693,250000.0
10824011,119900.0
11051889,239000.0
11076734,410000.0
11152030,210000.0
10923929,349500.0
11140932,139000.0
11012847,425000.0
10961727,229000.0
11153163,210000.0
10874403,252000.0
11147968,425000.0
11106072,395000.0
11082341,285000.0
10845110,1495000.0
11117823,365000.0
11146093,250000.0
11159315,325000.0
11156123,695000.0
10850657,359000.0
11119581,540000.0
10908274,265000.0
11050119,355000.0
10847996,149000.0
11148528,169100.0
11050111,363000.0
10209483,230455.0
11084908,212000.0
11063298,545000.0
11159705,199000.0
11081951,520000.0
11092031,995000.0
11096855,475000.0
11151973,330000.0
11035347,1545000.0
10969989,395000.0
10902600,845000.0
10983884,212000.0
11079566,269000.0
10997438,255000.0
10923153,295000.0
11161461,825000.0
9176456,215000.0
11090474,189000.0
11153276,199500.0
10473812,137000.0
10922044,422180.0
11148306,269000.0
10982551,335000.0
11159307,469725.0
11074446,995000.0
11045920,385000.0
11026306,349000.0
11146036,420000.0
11151303,99000.0
11115017,169000.0
10787540,725000.0
10802437,299000.0
11031705,562950.0
10094587,262500.0
